id,input,output
nikluge-au-2022-train-000804,예능 팔 먹다 걸 뜨다 않다,1
nikluge-au-2022-train-000805,저건 너무 양심 없다,1
nikluge-au-2022-train-000806,은 연예인 느낌 있다,0
nikluge-au-2022-train-000807,물론 아이돌 아니다 맛있다 녀석 들 게스트 나오다 되다 느낌 임,0
nikluge-au-2022-train-000808,그리다 바로 옆 크다 로저스 좋아하다 한남 둘 잇다 모가지 따다,1
nikluge-au-2022-train-000809,산산이 부서지다 이름,0
nikluge-au-2022-train-000810,허공 중 헤어지다 이름,0
nikluge-au-2022-train-000811,불다 주인 없다 이름,0
nikluge-au-2022-train-000812,끝 끝내 마저 하다 못 하다,0
nikluge-au-2022-train-000813,워 즈 파던 그 사람,0
nikluge-au-2022-train-000814,크다 파다 그 사람,0
nikluge-au-2022-train-000815,내 거 사기 힘들다,0
nikluge-au-2022-train-000816,내 말,0
nikluge-au-2022-train-000817,중요하다,0
nikluge-au-2022-train-000818,신뢰 자본,0
nikluge-au-2022-train-000819,다크나이트 미국 백 남 비판 하다 영화,1
nikluge-au-2022-train-000820,메가트론,0
nikluge-au-2022-train-000821,아르테미스 자기 따르다 요정 들 순결 서약 맺다 하다 자다 바다 거인 남 사랑 빠지다,0
nikluge-au-2022-train-000822,당연하다,0
nikluge-au-2022-train-000823,한마디 광고 논란 당시 한남 볼 때 그 징그럽다 움임,1
nikluge-au-2022-train-000824,주 모 오오오,0
nikluge-au-2022-train-000825,너무 흥분 되다 요,0
nikluge-au-2022-train-000826,아니다,0
nikluge-au-2022-train-000827,겜알못 놈 들,1
nikluge-au-2022-train-000828,거유 싫어하다 담 오 사 카베 꼴다,1
nikluge-au-2022-train-000829,이 미디어 민감하다 콘텐츠 포함 하다 수 있다,0
nikluge-au-2022-train-000830,자세하다 알아보다,0
nikluge-au-2022-train-000831,아 연 생 들 악플 방송 내보내다 네 악플 좀 내보내다 보다,1
nikluge-au-2022-train-000832,이 다 질질 끌 가다 느낌,1
nikluge-au-2022-train-000833,결국 안 끊기다 성공,0
nikluge-au-2022-train-000834,개욱기,0
nikluge-au-2022-train-000835,언제 다 크다 우리 애기,0
nikluge-au-2022-train-000836,햇 늘다 요 새다 너무 절대로 오빠 하염없이 눈물 닦다 오빠 섬기다 중,0
nikluge-au-2022-train-000837,시대 변하다 명절 선물 변하다 쥐 빡 대가리 들,1
nikluge-au-2022-train-000838,한 녀 어디 안 간다,1
nikluge-au-2022-train-000839,가다 들다 거 아니다,0
nikluge-au-2022-train-000840,헤이걸 뮤비,0
nikluge-au-2022-train-000841,걍 시외버스 타라 하다,0
nikluge-au-2022-train-000842,검찰 저렇다 지 지 한다는 건 뭔 개 소린 모르다,1
nikluge-au-2022-train-000843,왜 핸드헬드 찍다 를 영 단어 500 개 말함,0
nikluge-au-2022-train-000844,저 새끼 계속 기생 창기 하다 생각나다 골프 머리 올리다 표현 진짜 토나오다,1
nikluge-au-2022-train-000845,어차피 중간 봉 있다 그거 넘어가다 쩍 벌다 한남 들,1
nikluge-au-2022-train-000846,좆 말다 으뜨케 히어로 돼다,1
nikluge-au-2022-train-000847,애비 만취 하다 들어오다 과 커넥션 음모론 제기 중,1
nikluge-au-2022-train-000848,늘다 어떻다 보이다,0
nikluge-au-2022-train-000849,헐다 여의도 행정동 여의동 법정동 여의도동,0
nikluge-au-2022-train-000850,마을 버스 기사 놈,1
nikluge-au-2022-train-000851,뭐 자기 피다 담배 이름 모르다 개 저 도 널렸으 지도 모르다 담배 이름 알바 어찌 알 찾다,1
nikluge-au-2022-train-000852,저기 있다 한남 중 하다 사람 정상 라면 일어나서 다른 한남 들 산모 들 앉다 자리 비키다 자고 한마디 하다,1
nikluge-au-2022-train-000853,뒤 술톤 한남 들 모자이크 좀,1
nikluge-au-2022-train-000854,어쩜좋 아,0
nikluge-au-2022-train-000855,오 웬 놈 죽다 하다,1
nikluge-au-2022-train-000856,왜 로렐 집 난리 부르다 스,0
nikluge-au-2022-train-000857,누 군 진 모르다 맥심 표지 말 그냥 더럽다 보이다,1
nikluge-au-2022-train-000858,제발 연예계 다시다 발 들이다 못 하다 정도 생매장 당하다 처참하다 망하다 아등바등 살다 죽다 좋다,1
nikluge-au-2022-train-000859,몇 일이 뭐,1
nikluge-au-2022-train-000860,그냥 머 갈다 텅텅 듯,1
nikluge-au-2022-train-000861,저렇게 생기다 애 착즙 해주다 마당 어디서 얼마나 욕 먹다 거임,1
nikluge-au-2022-train-000862,이 뒤 더 있다 궁금하다 킬포미 보삼,0
nikluge-au-2022-train-000863,똘추 비언 때문 짬지 떨리다,1
nikluge-au-2022-train-000864,똘추비언 연하다,1
nikluge-au-2022-train-000865,영 어덜트 보고 있다 왜 저런 탈모 오다 거 같다 남자 좋아하다 하다 출연 진 이름 보다 이 잡놈 새끼 이다,1
nikluge-au-2022-train-000866,진짜 작작 좀 해,1
nikluge-au-2022-train-000867,님 어쩌다 한남 되다,1
nikluge-au-2022-train-000868,케캐 똘추비언,1
nikluge-au-2022-train-000869,느그 들 그냥 그릇 안 되다 듯,1
nikluge-au-2022-train-000870,능력 없다 하다 말 자,1
nikluge-au-2022-train-000871,즈그 들 일 벌리다 수습 못 하다 남탓,1
nikluge-au-2022-train-000872,오디션 영상,0
nikluge-au-2022-train-000873,남자 들 진짜 토나오다,1
nikluge-au-2022-train-000874,군대 너무 빻았는데,1
nikluge-au-2022-train-000875,늘다 옛 과거 청산 열심히 헬창놈 하다 잇다 자녀,1
nikluge-au-2022-train-000876,저 배우 오다 꾸다,1
nikluge-au-2022-train-000877,마크 카이 뇨,0
nikluge-au-2022-train-000878,아무리 알 페스 경계 없다 해도,0
nikluge-au-2022-train-000879,두다 보다,0
nikluge-au-2022-train-000880,담배 끊다 땐 담배 안 들다 다니다 젤 좋다 방법 듯,0
nikluge-au-2022-train-000881,우리나라 정치 아직도 사대주의 절 어 가지 진짜 애국 인간 돈벌이 하다 남 돌이 구분 못 하다 앉다 잇다,1
nikluge-au-2022-train-000882,맨날 주먹구구 식 사람 갈아 넣다 돈 지다 들다 끼리 땅 따먹다 기하 꼬 언제 보다 되다,1
nikluge-au-2022-train-000883,이노 계속 듣다 중 너무 좋다,0
nikluge-au-2022-train-000884,진 ㅁ 자 굿 같다,0
nikluge-au-2022-train-000885,사람 갉아먹다 것 뿐 아니다 문화 다양성 계속 좁히다 것 너무 빡치다,1
nikluge-au-2022-train-000886,선동 마냥 매체 전부 다 장악 지다 들이다 보여주다 것 보라 거 잖다,1
nikluge-au-2022-train-000887,특히 한남 게이 들 페미니즘 한 답시고 이렇다 자의식 과잉 빠지다,1
nikluge-au-2022-train-000888,분명하다 가다 우리나라 예능 영화 상업 적 대중매체 들 말아먹다 하다 몫 한다는 거임,1
nikluge-au-2022-train-000889,이 거 뭐 고발 빠순이 들 광광 거 린다 바뀌다,1
nikluge-au-2022-train-000890,단독 석 있다 예매 급하다 취소,0
nikluge-au-2022-train-000891,파판 공홈 죽다,0
nikluge-au-2022-train-000892,결국 명함 급하다 뽑다,0
nikluge-au-2022-train-000893,어깨 팔 가슴 등 골반 엉덩이 다리 종아리 발등 써다 보다 완전 걍 온몸 이자 너,0
nikluge-au-2022-train-000894,안되다,0
nikluge-au-2022-train-000895,트윗 가다 왜 움짤 안 올라가다,0
nikluge-au-2022-train-000896,아니다 한 트윗 안 중복 되다 단어 들 다 트렌드 내리다 하다 단어 뜨다 하다 되다,0
nikluge-au-2022-train-000897,하지만 장녀 개그 알아듣다 웃다 한남 싫다,1
nikluge-au-2022-train-000898,그래서 결혼 도안 하다 엄마 연습 왜 하다 나 김치 녀 결혼 안 하다 해버렷음,1
nikluge-au-2022-train-000899,사촌오빠 옆 스시 녀 요즘 일 본 불매 안되다 그렇다,1
nikluge-au-2022-train-000900,양심 아무리 똥꼬 치다 박히다 양심 있다 그건 해주다,1
nikluge-au-2022-train-000901,하지만 공격 그 영감 탱 이 먼저 햇 늘다,1
nikluge-au-2022-train-000902,겜 하다 시간 주다,0
nikluge-au-2022-train-000903,굳이 정치 적 특수 화 시키다 이유 정말 모르다,0
nikluge-au-2022-train-000904,그거 잉,0
nikluge-au-2022-train-000905,아니다 근데 일주일 천 또 찍다,0
nikluge-au-2022-train-000906,온도조절기 사제 이다,0
nikluge-au-2022-train-000907,그래서 계속 헛돌 지 혼자 꺼지다,0
nikluge-au-2022-train-000908,우유 어떡하다,0
nikluge-au-2022-train-000909,더군다나 끽해야 천 자 써다 블로그 댓글 의견 받다 주제 요구 하다 내용 좀 보라,1
nikluge-au-2022-train-000910,니 안 내리다,1
nikluge-au-2022-train-000911,막쮸 같다 어떻다 성격 파탄 자 아이디어 내 고 허락 해주다 만들다,1
nikluge-au-2022-train-000912,퇴물 선배 취급 알다 봄,1
nikluge-au-2022-train-000913,지금 뭐 어 쩌 구 잘해야 되다 저 쩌 구해 되다 이 난리 떨다 잇다 애 들 진짜 시월드 밉다 질 뭐 다르다,1
nikluge-au-2022-train-000914,사귀다 가다 분리수거 개 짱 늘다,1
nikluge-au-2022-train-000915,생햄 도처 먹다 명 벌레,1
nikluge-au-2022-train-000916,이래서 쌍 남새 끼들 안되다,1
nikluge-au-2022-train-000917,세월 바짓가랑이 좀 붙잡다,0
nikluge-au-2022-train-000918,이 날 너무 개 짱 듯,0
nikluge-au-2022-train-000919,휴 사랑 하다,0
nikluge-au-2022-train-000920,어떻다 저리 귀엽다,0
nikluge-au-2022-train-000921,어깨 으쓱 하다 얼굴 과즙 흘러내리다,0
nikluge-au-2022-train-000922,이 사진 일곱 명 캐릭터 확실하다 웃기다,0
nikluge-au-2022-train-000923,공손하다 단호 하다 거부 의사표시,0
nikluge-au-2022-train-000924,셔누 밥줘,0
nikluge-au-2022-train-000925,결론 뭐 면 저 들 호모 소셜 월드 편입 하다 안정 되다 위치 보장 받다 싶다 이다,1
nikluge-au-2022-train-000926,여색 밝히다 그게 레즈,1
nikluge-au-2022-train-000927,식당 시리즈 사업 허가 안 받다 찍다 아니다 말 나오다 것 같다,0
nikluge-au-2022-train-000928,원래 깔다 쥐다 조커 폰 케이스 있다 뭣같 영화 개봉 하다 이 젠 못 쓰다 되다 부리다,1
nikluge-au-2022-train-000929,기 종 오래되다 이제 새 케이스 찾기 힘드다,0
nikluge-au-2022-train-000930,등등 끝 없다 난 윈솔 하나 품다,0
nikluge-au-2022-train-000931,정말 어쩌다가 윈솔같은 탄생 하다 수 있다,0
nikluge-au-2022-train-000932,망돌 됏노,1
nikluge-au-2022-train-000933,멀다 싸다 소리 모르다 가사,1
nikluge-au-2022-train-000934,나 방금 출근 하다,0
nikluge-au-2022-train-000935,저 사랑 하다 하다,0
nikluge-au-2022-train-000936,다른 분들 비 하다 제 1996 은 진짜 별거 없다 엇 늘다,0
nikluge-au-2022-train-000937,마치 쿵푸 배우다 가다 일만 하다 쿵푸팬더,0
nikluge-au-2022-train-000938,아니다,0
nikluge-au-2022-train-000939,응 알다,0
nikluge-au-2022-train-000940,너 좀비 되다 내 물리다 이 한마디 두근 하다,0
nikluge-au-2022-train-000941,사실 늘다 커다랗다 머리 닿다 힘들다 생각 중,0
nikluge-au-2022-train-000942,아 또 보나 마자 똘추 안경 쓰다,1
nikluge-au-2022-train-000943,정말 빨갱이 로서 얼마나 가슴 뛰다 말,1
nikluge-au-2022-train-000944,태몽 역대 대통령 축하 하다 일이 생기다 집 방문,0
nikluge-au-2022-train-000945,그런데 그 중 그나마 빼다 인간 부르다 사람 없다 좋아하다 어렵다 태몽,1
nikluge-au-2022-train-000946,런지 들다 대들다 머리 그거 같다,0
nikluge-au-2022-train-000947,사이먼 세 이즈,0
nikluge-au-2022-train-000948,앨범커버 잇다 대용,0
nikluge-au-2022-train-000949,다 들다 재기 하다,1
nikluge-au-2022-train-000950,내 생각 돌팬 들 연 뮤덕 들 두다 HANN 과 하다 처 먹다 것 같다,1
nikluge-au-2022-train-000951,과 몰입 오타쿠,1
nikluge-au-2022-train-000952,어떡하다 웃기 눈물나다,0
nikluge-au-2022-train-000953,하지만 영상 남자 고추 자르다 버리다 십엇러료,1
nikluge-au-2022-train-000954,남자 들 속옷 입다 저 짓거리 하다 거 볼 때 재수없다,1
nikluge-au-2022-train-000955,레베카 왜 자꾸 남자 가지,0
nikluge-au-2022-train-000956,관성,0
nikluge-au-2022-train-000957,이 남자 저 남자 나오다 처음 A B 가다 낫 알다 C 가다 A 보다 낫 ㅎ 이르다 종류 다른 각양각색 쓰레기 이다 음,1
nikluge-au-2022-train-000958,막상 연애 결혼 계급 상승 하다 건 남자 들 월등하다 많다 말,1
nikluge-au-2022-train-000959,똘추들,1
nikluge-au-2022-train-000960,지금 철러 얘기 하다 몰입 오타쿠 돼다,1
nikluge-au-2022-train-000961,재수 업다 만요,1
nikluge-au-2022-train-000962,능구렁이 같다 새끼 들 싫다,1
nikluge-au-2022-train-000963,야 찌다 따다 들다 뭐 하다,1
nikluge-au-2022-train-000964,뭔 짱 똘 아니다,1
nikluge-au-2022-train-000965,파랑 머리 오타쿠 심장 저격 하다,1
nikluge-au-2022-train-000966,티켓팅 공지 뜨다 이후 아무 것 손 안 잡히다 종이컵 물어 뜯다 개 저 상태 임,1
nikluge-au-2022-train-000967,선 넘다 핑계 쓰레기 하다 남짓하다 다니다,1
nikluge-au-2022-train-000968,잘생기다 캐릭터 받다 잘생기다 못 함,1
nikluge-au-2022-train-000969,주다 못 받다 새끼 들,1
nikluge-au-2022-train-000970,웃기다 않다,0
nikluge-au-2022-train-000971,난 담배값 정도 줄 알다,0
nikluge-au-2022-train-000972,이 정도 사다,0
nikluge-au-2022-train-000973,아 미치다,0
nikluge-au-2022-train-000974,사실 웃다 있다,0
nikluge-au-2022-train-000975,보고 사과 같다 생각 하다 사과 보고 같다 생각 자다 안 하다,0
nikluge-au-2022-train-000976,탈락 가하다 다른 여 돌 들 투입 시키다,0
nikluge-au-2022-train-000977,보다 여 돌 들 너무 많다,0
nikluge-au-2022-train-000978,메이데이,0
nikluge-au-2022-train-000979,메이데이,0
nikluge-au-2022-train-000980,알펫수 안 하다 사람,0
nikluge-au-2022-train-000981,여기저기 감기 말다,0
nikluge-au-2022-train-000982,가상 인물 주제 그렇게 혐오 스럽다 수 잇다,1
nikluge-au-2022-train-000983,메기 감독 님 진행 gv 언제 열리다,0
nikluge-au-2022-train-000984,그냥 죽다 없어지다 되다,1
nikluge-au-2022-train-000985,느개비 왜 페미니스트 만들다,1
nikluge-au-2022-train-000986,전철 탓 늘다 봉 잡고 있다 어떻다 한남 내 손위 손잡다,1
nikluge-au-2022-train-000987,나중 먹다 다,0
nikluge-au-2022-train-000988,아니다 하루 종일 봉사활동 가다 열심히 일 왓는데 저가 한 녀 이유 이딴 일 겪다,1
nikluge-au-2022-train-000989,한나 깔다 새끼 들 다 남자 들이다,1
nikluge-au-2022-train-000990,아니다 설령 즈 개비 페미 만들다 다치다 어따 쓸다,1
nikluge-au-2022-train-000991,그때 개빡 대가리 남자 미치다,1
nikluge-au-2022-train-000992,근데 제일 싫다 반말 멘션 댓글 달다 한남,1
nikluge-au-2022-train-000993,니 말,1
nikluge-au-2022-train-000994,아 한 녀 들 짱,1
nikluge-au-2022-train-000995,진짜 눈물 없다 보다 업다 영화,0
nikluge-au-2022-train-000996,아 짜증나다,1
nikluge-au-2022-train-000997,진짜 남자 안되다,1
nikluge-au-2022-train-000998,저딴 채다 린지 왜함,1
nikluge-au-2022-train-000999,착취 정도 같다,0
nikluge-au-2022-train-001000,먹다,0
nikluge-au-2022-train-001001,정의 지금 여기다 팔 먹음,1
nikluge-au-2022-train-001002,치안 존나 좋다 한 민국이 경제 적 좋다 질리다 정의 울다 함,1
nikluge-au-2022-train-001003,마녀 들 그렇다 겐안 다,1
nikluge-au-2022-train-001004,진짜 앵콜 곡 저걸 골랏,0
nikluge-au-2022-train-001005,거기 한남 중 진또 배기 한남 들 모 아니다,1
nikluge-au-2022-train-001006,그런 새끼 들 어울리다 창놈 짓다 한국 남자 워 너무 한국 남다,1
nikluge-au-2022-train-001007,이제 여자 들 자기 능력 뛰어나다 별 능력 없다 만 나주고 결혼 해주다 하다 생가 남 같다 꾼 들 자꾸 나오다 아니다,1
nikluge-au-2022-train-001008,한남 미루다 이번 주 운동 하다,1
nikluge-au-2022-train-001009,미치다,0
nikluge-au-2022-train-001010,삼화 엔딩 짱,0
nikluge-au-2022-train-001011,나 요리 천재,0
nikluge-au-2022-train-001012,사장 님 저 직원 쓸다 쇼,0
nikluge-au-2022-train-001013,다음 화 이 시간 떡볶이 보여주다,0
nikluge-au-2022-train-001014,개 노잼,1
nikluge-au-2022-train-001015,나 기립 성 저혈압 근력 운동 도움 되다 하다 뭔 개 소리 임,1
nikluge-au-2022-train-001016,한남 들 코르셋 조이다 공 좀 들이다,1
nikluge-au-2022-train-001017,남아돌다 문제 라면 느그 들 재기 하다 되다 일 아니다 요,1
nikluge-au-2022-train-001018,막 젊은이 들 눈살 찌푸리다 듣기 시 러하 오다 시비 털다 너 빨갱이,1
nikluge-au-2022-train-001019,그렇다 ㅅㅓ 바꿧어 넘다 트유처돌 같다,0
nikluge-au-2022-train-001020,타다 젠 빌다 음 안 올라가다 대 사 처리 악쓰다 거 실화,1
nikluge-au-2022-train-001021,그냥 미치다 애도 좋아하다,1
nikluge-au-2022-train-001022,님 말투 제일 한남 같다 데,1
nikluge-au-2022-train-001023,갑자기 자아 비판 오타쿠,1
nikluge-au-2022-train-001024,급하다 꿰 어 이다,0
nikluge-au-2022-train-001025,이 와중 승리 깃발 두 개,0
nikluge-au-2022-train-001026,부자 돼다,0
nikluge-au-2022-train-001027,역시 서서 남장 협객 이다 것 같다,0
nikluge-au-2022-train-001028,죄송하다,0
nikluge-au-2022-train-001029,죄송하다,0
nikluge-au-2022-train-001030,사실 도 진짜,0
nikluge-au-2022-train-001031,역시 오늘 내 맞다,0
nikluge-au-2022-train-001032,이 것 4 차 산업혁명 시대 문과 미래,0
nikluge-au-2022-train-001033,공백 님 지금 여 배 극 젠프극 고르다 보신 거 너무 웃기 좋다 킹 짱 메 갈다 같다 좋다 뭔,1
nikluge-au-2022-train-001034,구 럼 이,0
nikluge-au-2022-train-001035,온 동네 퍼블 수위 써다 다 보고 오다 먄합니,0
nikluge-au-2022-train-001036,서럽다 드럽다 누움,0
nikluge-au-2022-train-001037,내 하다 말 우리 가다 다 하다 오타쿠 엄지 놓다,1
nikluge-au-2022-train-001038,잠시 오타쿠 자아 비판 시간 갖다 하다,1
nikluge-au-2022-train-001039,오타쿠 A 가다 B 를 죽 않다 세계 멸망하다 써다 같다 거 꼴리다 하다 수 있다,1
nikluge-au-2022-train-001040,확실하다 오타쿠 취향,1
nikluge-au-2022-train-001041,트램펄린 타도 되다 물어보다,0
nikluge-au-2022-train-001042,나 요새 판도 보다 성적 대상 화 말 과연 성공하다 번역 회의 감 들다,0
nikluge-au-2022-train-001043,아 저 약관 잘못 읽다 12월 까지 공 계 여야 하다 모르다 12월 까지더라구요,0
nikluge-au-2022-train-001044,연구자 분들 늘다 무척 죄송하다 있다,0
nikluge-au-2022-train-001045,신 자유주의자 들,0
nikluge-au-2022-train-001046,다시 여기,0
nikluge-au-2022-train-001047,그렇다 말 하다 사람 들 제 태생 제 생각 쉬다 결부 짓다 그때 저 빨갱이 불리다,1
nikluge-au-2022-train-001048,밉다 야하다 더 빛 많이 들다 율 이 상대 적 어둠 잠기다 차이 너무 좋다 율 이 오빠 오타쿠 가슴 찢어지다,1
nikluge-au-2022-train-001049,수녀원 미스테리 이렇다 것 나 되게 좋아하다 같다 거 좋아하다 남자 들 서다 느껴지다 개썅 재수없다 이 있다,1
nikluge-au-2022-train-001050,지금 영칠 가챠때문 너무 대절 망하다 눈 깔다 돌아가다 어카,1
nikluge-au-2022-train-001051,여러분 응원 힘 입다 오늘 관종 오타쿠 자다 살아가다,1
nikluge-au-2022-train-001052,킹 갓 메 갈다 겜 크툴루 부르다,1
nikluge-au-2022-train-001053,작약 가보다 여혐 하다 사람 들 독해력 대한 편견 있다,1
nikluge-au-2022-train-001054,사실 내 취향 너무,0
nikluge-au-2022-train-001055,지나치다 투리 구슬 더 말 하다 필요 없다 것 같다,0
nikluge-au-2022-train-001056,세상 너무 너무 중요하다 제일 사랑 하다 것 1등 안 시키다 이 타 심맨,0
nikluge-au-2022-train-001057,장남 장녀,0
nikluge-au-2022-train-001058,지금 아픔,0
nikluge-au-2022-train-001059,이렇다 데 오타쿠 짬바 나타나다,1
nikluge-au-2022-train-001060,미대 한남 복학생 마이 너리 티 대한 설치 작품 들다 좋아하다,1
nikluge-au-2022-train-001061,뭔 내 실버 배치 되다 자기 골드 급 거 어떻다 하다 더 잘 하다 고민 안 마냥 잘 하다 말 하다 역겹다,1
nikluge-au-2022-train-001062,인 근무 자도 몇 있다 어쨌건 같다 인류 어떻다 그딴 소리 하다,1
nikluge-au-2022-train-001063,왜 하다 새끼 중 멀쩡하다 놈 없다,1
nikluge-au-2022-train-001064,난 지금 급하다 나오다 샤워 한번 못 하다 이렇게 미치다 버리다 같다 어떻다 페미 들 위생 코르셋 는걸 떠올리다,1
nikluge-au-2022-train-001065,니 들 인간,1
nikluge-au-2022-train-001066,반 뭐 모든 걸 다 알다 행동 하다 친구 하나 있다 좀 안 하다 좋다,0
nikluge-au-2022-train-001067,어제 친구 새끼 안 하다 실버 승 급전 이기 골드 목전 이다,1
nikluge-au-2022-train-001068,애 들 앞 눈치 없이 니 감정 터 트리지나 다음 시험 국어 공부 다시 해오다,1
nikluge-au-2022-train-001069,병신 니 아무리 날 기어 보다 내 밑,1
nikluge-au-2022-train-001070,결국 내부 문제 이다 개 소리 함,1
nikluge-au-2022-train-001071,북한 군인 하나 잡다 취조 하다 얘 지다 주 머 지다 있다 통신 장비 같다 걸 위치 전송 하다 아깝다 그 건물 피신 함,0
nikluge-au-2022-train-001072,내일 너 목보 녹화,0
nikluge-au-2022-train-001073,신곡 듣다 아니다,0
nikluge-au-2022-train-001074,신청 할껄,0
nikluge-au-2022-train-001075,신곡 스포 맞다,0
nikluge-au-2022-train-001076,아 심장 아프다,0
nikluge-au-2022-train-001077,왠만하다 아이돌 들 많이 잡히다,0
nikluge-au-2022-train-001078,이 실트 계속 써다 미안하다 느그 오빠 들 병크 느그 오빠 들 얼굴 달 하라,1
nikluge-au-2022-train-001079,댄스 퍼포 우리 아니다,0
nikluge-au-2022-train-001080,안 파면 인장 사진 걸다 빻 무 개념 짓 하다 남돌팬 들 존나 싫다,1
nikluge-au-2022-train-001081,무 개념 짓 하다 때 레벨 인장 달 하다 말다,1
nikluge-au-2022-train-001082,작작하다,1
nikluge-au-2022-train-001083,처피뱅 사랑 하다,0
nikluge-au-2022-train-001084,우리 왜 그렇다,0
nikluge-au-2022-train-001085,진짜 미치다 진짜,0
nikluge-au-2022-train-001086,왜 알람 안 뜨다,0
nikluge-au-2022-train-001087,완전 깜짝 놀라다 ㅈ 웃다 진짜 대박,0
nikluge-au-2022-train-001088,최애 곡,0
nikluge-au-2022-train-001089,캡쳐 각 이 넼,0
nikluge-au-2022-train-001090,은 오디션 붙다,0
nikluge-au-2022-train-001091,남 간절하다 마음 이용 하다 그 쪽 인성 차다,1
nikluge-au-2022-train-001092,많이 비추다 마르다,0
nikluge-au-2022-train-001093,욕먹다 진짜 싫다,0
nikluge-au-2022-train-001094,힘내다 오늘 늘다 쓰레기 이다,1
nikluge-au-2022-train-001095,프듀 때 최애 공사 차애 공 삼 문 투 언니 현 최애 현 차애 님,0
nikluge-au-2022-train-001096,돌다 이번 모 고가 6 평보 쉽다 건 뭔 멍멍 이소리 수학 재수 생각 하다,1
nikluge-au-2022-train-001097,여혐,1
nikluge-au-2022-train-001098,나 울다 진짜,0
nikluge-au-2022-train-001099,노콘 때문 갑 분 싸다 오다,1
nikluge-au-2022-train-001100,전형 적 한남,1
nikluge-au-2022-train-001101,개 한남,1
nikluge-au-2022-train-001102,저 거 써다 방 아니다,0
nikluge-au-2022-train-001103,써다 방 하다 건 줄,0
nikluge-au-2022-train-001104,일부 무 개념 들 작작 좀 해,1
nikluge-au-2022-train-001105,삐빅 한남 이다,1
nikluge-au-2022-train-001106,삐빅 데이트 폭력 가해자 쉴드치다 한남 이다,1
nikluge-au-2022-train-001107,오 데이트 폭력 가해자 옹호 하다 한남,1
nikluge-au-2022-train-001108,데이트 폭력 옹호 해주다 한남,1
nikluge-au-2022-train-001109,그건 자 이루 거리 시 분 들 물어보다,1
nikluge-au-2022-train-001110,욕 당사자 들 욕 하다 싸잡다 욕 하다,1
nikluge-au-2022-train-001111,탐라 보다 보이다 위유 빻음,1
nikluge-au-2022-train-001112,일부 빻 남덕 들이다 이상하다 프레임 이 가두다 은 잘못 거지,1
nikluge-au-2022-train-001113,개 소리 존나 정성 써놯,1
nikluge-au-2022-train-001114,언니,0
nikluge-au-2022-train-001115,코미디빅리그 왜 가다,0
nikluge-au-2022-train-001116,상 하다 않다 말르다 붙다 굉장하다 딱딱하다,0
nikluge-au-2022-train-001117,하루 하다 시간 투자 하다 하다,0
nikluge-au-2022-train-001118,아니다 잠깐 바지,0
nikluge-au-2022-train-001119,우리 앨범 가격 떳어,0
nikluge-au-2022-train-001120,신인 주제 무대 를 앨범 버전 두 개 씩 내다 말세 군,1
nikluge-au-2022-train-001121,반대 샵 다녀오다 얼굴 할머니 들 먹다 소금 반음 식반,1
nikluge-au-2022-train-001122,새로고침 한번 재기 백 번,1
nikluge-au-2022-train-001123,아줌마 냄새 폴폴,1
nikluge-au-2022-train-001124,러브 샷 대한 명성 익히다 잇다 때문 딱하다 직캠 같다 안봣는데 대가리 약간 힙충 들이다 리듬타다 돌리다 브 분 기절,1
nikluge-au-2022-train-001125,내 친구 보급 형 햇 늘다,0
nikluge-au-2022-train-001126,떨깅 이애 미가 지 새끼 데뷔 한 걸 행회 돌리다 모르다,1
nikluge-au-2022-train-001127,역 주종 관계 랑쯔,0
nikluge-au-2022-train-001128,오빠 왜 그렇다 진짜,0
nikluge-au-2022-train-001129,돌판 힙합 프로그램 특히 보고 국힙 판 갈아타다 사람 들 온갖 아이돌 빠순이 하다 한 모에화 힙충이 갖다 붙이다 웃기다,1
nikluge-au-2022-train-001130,그치다 클러치 들다 한남 혐오 걸,1
nikluge-au-2022-train-001131,졸라 재 수업 쑤다,1
nikluge-au-2022-train-001132,사람 남돌 호모 땅 갇히다,1
nikluge-au-2022-train-001133,그렇게 때문 그룹 망하다 망하다 발작 하다 미자 단 언니 들 느그 오빠 화 력 실화 고요,1
nikluge-au-2022-train-001134,개 한남 새끼,1
nikluge-au-2022-train-001135,그 핸냄 또,1
nikluge-au-2022-train-001136,흡연 구역 버젓이 있다 담배 뻑뻑 피다 개 같다 에티켓 무엇,1
nikluge-au-2022-train-001137,트친 님 주다 너무 맛있다 옴뇸뇸중 진짜 짱,0
nikluge-au-2022-train-001138,한동안 여행 다니다 하다 공부 하다 돌대가리 돼다 머리 윤활유 좀 바르다,1
nikluge-au-2022-train-001139,이렇게 말 하 개다 창 같다,1
nikluge-au-2022-train-001140,진짜 빻 소리 알다 에스카다 x 엔버 아스트 x 드 서로 NTR 하다 에스카다 x 드 아스트 x 엔버 어떻다,1
nikluge-au-2022-train-001141,원래 쫌 끼리끼리 사이 찌다 취급 받다 사람 이기다 함,1
nikluge-au-2022-train-001142,상식 없다,1
nikluge-au-2022-train-001143,기술 발전 뭘 보다,1
nikluge-au-2022-train-001144,진 ㅁ 자 사람 같다 않다,1
nikluge-au-2022-train-001145,말 한마디 한마디 핀트 못자다 저 짝 씹덕 들 뇌절 보고,1
nikluge-au-2022-train-001146,1 차 2 차 3 차갑다 있다 1 차 빻 남덕 박제 봇 대충 여기 보증수표 대여섯 장 받다,1
